,T2M,T2M_MIN,T2M_MAX,PRECTOTCORR,WS2M,District,MOH,Latitude,Longitude
2013-03-06,24.29,21.62,27.71,5.57,2.02,Moneragala,Buttala,6.760246,81.2470358
2013-03-07,24.27,22.55,27.05,6.91,1.93,Moneragala,Buttala,6.760246,81.2470358
2013-03-08,24.48,22.32,27.55,9.72,1.96,Moneragala,Buttala,6.760246,81.2470358
2013-03-09,24.24,21.8,27.96,6.23,1.37,Moneragala,Buttala,6.760246,81.2470358
2013-03-10,24.35,21.62,28.31,1.8,1.43,Moneragala,Buttala,6.760246,81.2470358
2013-03-11,24.5,21.23,28.8,3.87,1.32,Moneragala,Buttala,6.760246,81.2470358
2013-03-12,24.71,21.67,28.91,3.7,1.09,Moneragala,Buttala,6.760246,81.2470358
2013-03-13,24.64,21.09,29.13,8.2,1.04,Moneragala,Buttala,6.760246,81.2470358
2013-03-14,24.36,22.09,28.06,7.36,1.62,Moneragala,Buttala,6.760246,81.2470358
2013-03-15,24.37,21.63,28.13,9.92,1.59,Moneragala,Buttala,6.760246,81.2470358
2013-03-16,23.7,21.16,26.75,3.15,1.57,Moneragala,Buttala,6.760246,81.2470358
2013-03-17,24.06,20.47,28.49,0.13,1.52,Moneragala,Buttala,6.760246,81.2470358
2013-03-18,24.04,20.07,28.93,0.99,1.35,Moneragala,Buttala,6.760246,81.2470358
2013-03-19,24.21,19.86,29.19,0.32,1.27,Moneragala,Buttala,6.760246,81.2470358
2013-03-20,24.35,21.27,28.03,0.07,1.76,Moneragala,Buttala,6.760246,81.2470358
2013-03-21,24.4,20.99,29.02,0.02,1.47,Moneragala,Buttala,6.760246,81.2470358
2013-03-22,23.66,19.22,28.83,0.0,1.36,Moneragala,Buttala,6.760246,81.2470358
2013-03-23,24.23,19.25,28.92,4.97,0.75,Moneragala,Buttala,6.760246,81.2470358
2013-03-24,24.53,21.76,28.11,12.94,1.52,Moneragala,Buttala,6.760246,81.2470358
2013-03-25,24.08,22.09,26.78,11.8,0.86,Moneragala,Buttala,6.760246,81.2470358
2013-03-26,25.0,21.25,29.34,3.69,0.88,Moneragala,Buttala,6.760246,81.2470358
2013-03-27,25.57,22.36,29.83,7.54,1.02,Moneragala,Buttala,6.760246,81.2470358
2013-03-28,25.25,22.93,28.09,4.05,0.86,Moneragala,Buttala,6.760246,81.2470358
2013-03-29,25.52,22.42,29.97,3.74,1.06,Moneragala,Buttala,6.760246,81.2470358
2013-03-30,25.53,21.89,30.41,0.54,1.07,Moneragala,Buttala,6.760246,81.2470358
2013-03-31,25.25,21.98,29.77,0.07,0.87,Moneragala,Buttala,6.760246,81.2470358
2013-04-01,25.09,21.37,29.83,0.11,0.96,Moneragala,Buttala,6.760246,81.2470358
2013-04-02,25.33,21.79,30.44,0.09,0.9,Moneragala,Buttala,6.760246,81.2470358
2013-04-03,25.14,20.56,30.41,0.02,0.72,Moneragala,Buttala,6.760246,81.2470358
2013-04-04,25.37,21.55,29.57,0.45,0.82,Moneragala,Buttala,6.760246,81.2470358
2013-04-05,25.32,21.65,30.13,1.56,1.38,Moneragala,Buttala,6.760246,81.2470358
2013-04-06,25.28,21.62,29.36,1.6,1.1,Moneragala,Buttala,6.760246,81.2470358
2013-04-07,26.01,21.28,31.35,2.52,0.75,Moneragala,Buttala,6.760246,81.2470358
2013-04-08,25.63,21.64,30.46,2.75,0.99,Moneragala,Buttala,6.760246,81.2470358
2013-04-09,25.4,22.3,29.76,3.04,1.06,Moneragala,Buttala,6.760246,81.2470358
2013-04-10,24.66,21.96,27.89,9.16,1.37,Moneragala,Buttala,6.760246,81.2470358
2013-04-11,25.99,21.76,30.59,19.63,0.62,Moneragala,Buttala,6.760246,81.2470358
2013-04-12,25.19,22.99,28.02,14.97,1.28,Moneragala,Buttala,6.760246,81.2470358
2013-04-13,25.3,22.77,28.59,31.07,1.49,Moneragala,Buttala,6.760246,81.2470358
2013-04-14,25.91,22.12,30.14,7.41,0.76,Moneragala,Buttala,6.760246,81.2470358
2013-04-15,25.79,23.09,28.92,20.52,1.06,Moneragala,Buttala,6.760246,81.2470358
2013-04-16,26.27,22.88,30.3,3.68,0.95,Moneragala,Buttala,6.760246,81.2470358
2013-04-17,26.74,22.33,31.56,4.31,0.93,Moneragala,Buttala,6.760246,81.2470358
2013-04-18,26.76,22.51,31.66,1.57,0.96,Moneragala,Buttala,6.760246,81.2470358
2013-04-19,26.8,23.02,31.35,1.13,0.73,Moneragala,Buttala,6.760246,81.2470358
2013-04-20,26.7,23.17,31.42,0.96,1.06,Moneragala,Buttala,6.760246,81.2470358
2013-04-21,26.08,22.06,31.07,2.82,1.1,Moneragala,Buttala,6.760246,81.2470358
2013-04-22,25.65,21.86,30.25,6.17,1.37,Moneragala,Buttala,6.760246,81.2470358
2013-04-23,25.47,22.3,29.45,8.72,0.84,Moneragala,Buttala,6.760246,81.2470358
2013-04-24,25.74,22.47,29.94,11.34,0.89,Moneragala,Buttala,6.760246,81.2470358
2013-04-25,25.86,22.82,30.16,10.1,0.98,Moneragala,Buttala,6.760246,81.2470358
2013-04-26,25.66,22.37,30.12,1.23,0.97,Moneragala,Buttala,6.760246,81.2470358
2013-04-27,25.75,22.28,30.18,3.03,0.78,Moneragala,Buttala,6.760246,81.2470358
2013-04-28,26.18,22.65,30.2,9.5,0.78,Moneragala,Buttala,6.760246,81.2470358
2013-04-29,26.42,23.51,30.03,2.85,0.85,Moneragala,Buttala,6.760246,81.2470358
2013-04-30,25.8,23.29,29.09,4.84,0.77,Moneragala,Buttala,6.760246,81.2470358
2013-05-01,25.66,22.61,29.78,7.44,1.26,Moneragala,Buttala,6.760246,81.2470358
2013-05-02,25.11,22.57,28.55,10.45,1.13,Moneragala,Buttala,6.760246,81.2470358
2013-05-03,26.03,22.96,29.99,7.44,1.42,Moneragala,Buttala,6.760246,81.2470358
2013-05-04,25.29,22.87,28.78,4.55,0.85,Moneragala,Buttala,6.760246,81.2470358
2013-05-05,25.31,22.5,28.8,2.7,1.32,Moneragala,Buttala,6.760246,81.2470358
2013-05-06,25.64,22.66,29.58,6.11,0.92,Moneragala,Buttala,6.760246,81.2470358
2013-05-07,25.61,23.18,28.74,4.59,1.36,Moneragala,Buttala,6.760246,81.2470358
2013-05-08,25.35,22.8,28.21,6.81,1.2,Moneragala,Buttala,6.760246,81.2470358
2013-05-09,26.24,23.21,30.4,4.54,1.86,Moneragala,Buttala,6.760246,81.2470358
2013-05-10,26.24,23.49,29.6,1.39,1.26,Moneragala,Buttala,6.760246,81.2470358
2013-05-11,25.87,22.99,30.77,3.79,1.56,Moneragala,Buttala,6.760246,81.2470358
2013-05-12,25.51,22.02,30.38,5.27,2.61,Moneragala,Buttala,6.760246,81.2470358
2013-05-13,25.28,23.0,28.62,12.98,3.25,Moneragala,Buttala,6.760246,81.2470358
2013-05-14,24.92,22.69,28.11,8.22,2.66,Moneragala,Buttala,6.760246,81.2470358
2013-05-15,25.31,22.62,30.04,1.32,3.19,Moneragala,Buttala,6.760246,81.2470358
2013-05-16,25.79,22.61,30.06,0.4,2.39,Moneragala,Buttala,6.760246,81.2470358
2013-05-17,26.22,22.2,30.97,2.19,1.53,Moneragala,Buttala,6.760246,81.2470358
2013-05-18,25.85,22.65,30.03,2.82,1.8,Moneragala,Buttala,6.760246,81.2470358
2013-05-19,25.1,23.33,27.58,10.74,2.06,Moneragala,Buttala,6.760246,81.2470358
2013-05-20,24.73,22.46,27.47,8.42,3.13,Moneragala,Buttala,6.760246,81.2470358
2013-05-21,24.33,22.16,27.61,2.19,2.92,Moneragala,Buttala,6.760246,81.2470358
2013-05-22,24.76,22.61,27.77,1.21,3.32,Moneragala,Buttala,6.760246,81.2470358
2013-05-23,25.33,22.87,29.14,0.8,3.56,Moneragala,Buttala,6.760246,81.2470358
2013-05-24,25.74,22.9,30.06,0.99,3.81,Moneragala,Buttala,6.760246,81.2470358
2013-05-25,25.48,23.26,29.34,0.65,3.7,Moneragala,Buttala,6.760246,81.2470358
2013-05-26,24.92,22.63,28.56,0.41,3.28,Moneragala,Buttala,6.760246,81.2470358
2013-05-27,24.89,22.4,28.82,0.97,3.24,Moneragala,Buttala,6.760246,81.2470358
2013-05-28,24.83,22.29,28.92,1.06,3.07,Moneragala,Buttala,6.760246,81.2470358
2013-05-29,24.82,22.12,28.55,1.63,2.89,Moneragala,Buttala,6.760246,81.2470358
2013-05-30,24.92,22.69,28.14,4.3,3.14,Moneragala,Buttala,6.760246,81.2470358
2013-05-31,24.38,22.35,27.38,12.43,3.29,Moneragala,Buttala,6.760246,81.2470358
2013-06-01,24.28,21.83,28.03,5.78,3.25,Moneragala,Buttala,6.760246,81.2470358
2013-06-02,24.8,21.93,29.24,3.05,3.78,Moneragala,Buttala,6.760246,81.2470358
