week,tavg,tmin,tmax,prcp,wspd,District,MOH,Latitude,Longitude
2013-01-07,23.222857142857144,21.018571428571427,26.085714285714285,115.09,2.3871428571428575,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-01-14,22.81714285714286,19.948571428571427,26.208571428571428,113.75999999999999,2.312857142857143,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-01-21,21.814285714285713,17.92142857142857,26.74285714285714,6.91,2.3185714285714285,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-01-28,22.889999999999997,20.44,26.47714285714286,63.54,2.85,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-02-04,22.53142857142857,18.82857142857143,27.45,20.83,2.542857142857143,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-02-11,23.611428571428572,20.648571428571426,27.591428571428573,44.95,2.107142857142857,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-02-18,24.021428571428572,20.77285714285714,27.66857142857143,103.78999999999999,1.7857142857142858,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-02-25,22.925714285714285,18.759999999999998,28.017142857142858,9.46,2.087142857142857,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-03-04,23.127142857142854,19.254285714285714,27.965714285714284,27.740000000000002,2.157142857142857,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-03-11,24.922857142857143,21.88714285714286,28.947142857142858,30.1,2.1457142857142855,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-03-18,24.898571428571426,21.208571428571428,29.657142857142855,28.45,1.4385714285714286,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-03-25,24.81857142857143,20.66857142857143,29.759999999999998,33.38,1.412857142857143,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-04-01,26.368571428571432,22.854285714285712,30.75142857142857,27.720000000000002,0.6585714285714285,Kurunegala,Mawathagama,7.4329884,80.4464094
2013-04-08,25.897142857142857,21.937142857142856,30.62,6.75,1.1885714285714286,Kurunegala,Mawathagama,7.4329884,80.4464094
