week,tavg,tmin,tmax,prcp,wspd,District,MOH,Latitude,Longitude
2013-01-07,23.842857142857145,21.162857142857142,27.041428571428572,85.58,1.387142857142857,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-01-14,24.035714285714285,20.754285714285714,27.97714285714286,62.8,1.4628571428571429,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-01-21,22.951428571428572,18.18285714285714,28.422857142857143,1.73,1.4600000000000002,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-01-28,23.84714285714286,20.574285714285715,28.18285714285714,40.230000000000004,1.762857142857143,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-02-04,23.641428571428573,19.052857142857142,29.157142857142855,10.19,1.74,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-02-11,24.125714285714285,20.98857142857143,27.947142857142858,48.32,1.4100000000000001,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-02-18,23.91,20.895714285714288,27.775714285714287,108.88000000000001,1.7057142857142857,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-02-25,24.16857142857143,19.587142857142858,29.554285714285715,12.06,1.1485714285714284,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-03-04,24.315714285714286,19.942857142857143,29.26571428571429,23.009999999999998,1.1028571428571428,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-03-11,25.357142857142858,21.942857142857143,29.541428571428572,40.95,1.67,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-03-18,25.48857142857143,22.16714285714286,29.71857142857143,46.93,1.1371428571428572,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-03-25,25.46,21.98428571428571,29.740000000000002,34.019999999999996,0.9257142857142858,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-04-01,25.78142857142857,23.08142857142857,29.795714285714286,28.76,0.8714285714285713,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-04-08,25.849999999999998,22.678571428571427,30.077142857142857,11.12,1.19,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-04-15,25.728571428571428,23.03857142857143,29.224285714285713,106.9,1.2142857142857142,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-04-22,25.844285714285714,22.737142857142857,30.068571428571428,16.34,1.6985714285714286,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-04-29,26.02857142857143,23.442857142857143,29.701428571428572,62.779999999999994,1.0642857142857143,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-05-06,25.09,23.115714285714287,27.90857142857143,64.7,1.6500000000000001,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-05-13,25.419999999999998,23.891428571428573,27.785714285714285,49.769999999999996,2.9757142857142855,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-05-20,25.285714285714285,23.615714285714287,27.75857142857143,56.51,3.031428571428571,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-05-27,25.108571428571427,23.617142857142856,27.478571428571428,14.67,3.8057142857142856,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-06-03,24.81142857142857,23.217142857142854,27.212857142857143,64.91,4.042857142857143,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-06-10,24.47,22.97142857142857,26.802857142857142,39.55,4.134285714285714,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-06-17,24.335714285714285,22.618571428571432,26.867142857142856,59.7,4.609999999999999,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-06-24,24.351428571428574,22.611428571428572,27.012857142857143,34.1,4.327142857142857,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-07-01,24.212857142857143,22.422857142857143,26.944285714285712,49.38,2.988571428571429,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-07-08,24.01571428571429,22.50714285714286,26.46142857142857,39.42,3.8185714285714285,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-07-15,23.98,22.110000000000003,26.731428571428573,20.67,3.6371428571428575,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-07-22,24.04714285714286,22.627142857142854,26.35571428571429,33.41,3.6714285714285713,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-07-29,24.125714285714285,22.425714285714285,26.669999999999998,54.99,3.084285714285714,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-08-05,24.175714285714285,22.565714285714286,26.74142857142857,21.07,4.197142857142857,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-08-12,23.93285714285714,22.087142857142858,26.954285714285714,3.17,3.9528571428571424,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-08-19,24.198571428571427,21.995714285714286,27.465714285714284,3.63,3.1057142857142854,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-08-26,24.672857142857143,22.631428571428575,27.88714285714286,4.73,3.52,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-09-02,24.388571428571428,22.235714285714288,27.490000000000002,39.5,1.99,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-09-09,23.895714285714284,21.931428571428572,26.845714285714283,49.23,3.3042857142857143,Rathnapura,Embilipitiya,6.3340647,80.8538325
2013-09-16,24.23,22.41857142857143,27.23428571428571,66.75,4.1085714285714285,Rathnapura,Embilipitiya,6.3340647,80.8538325
